,index,Count
0,NOUN,240
5,PUNCT,160
2,ADJ,113
4,PROPN,103
1,ADP,97
3,VERB,61
12,NUM,46
10,DET,34
9,AUX,31
11,ADV,31
8,CCONJ,22
6,PRON,13
13,SCONJ,8
14,PART,3
15,X,3
7,SYM,2
