,index,Count
1,NOUN,534
7,PUNCT,278
2,ADP,243
5,DET,202
3,PROPN,175
0,ADJ,129
6,VERB,126
9,AUX,70
13,NUM,57
4,PART,44
11,ADV,43
8,PRON,39
12,CCONJ,34
10,SCONJ,20
14,X,5
