,index,Count
20,the,75
2,of,45
18,and,45
81,.,27
120,to,26
170,diatom,24
79,et,23
80,al,23
10,a,23
31,in,20
9,be,18
355,silicic,10
356,acid,10
26,that,9
32,this,9
154,for,9
218,ocean,9
16,with,9
165,carbon,8
142,late,8
93,an,8
166,pump,7
60,Eocene,7
121,have,6
173,Ocean,6
164,biological,6
117,pco2,6
172,Southern,6
316,supply,6
197,by,6
186,phytoplankton,5
301,as,5
191,production,5
169,increase,5
256,nutrient,5
257,co2,5
201,silicon,5
217,surface,5
122,drive,5
274,2004,5
210,burial,5
101,on,4
179,2009,4
184,2006,4
437,δ30si,4
61,Oligocene,4
209,export,4
100,today,4
95,between,4
211,organic,4
216,from,4
340,utilisation,4
1,space,4
97,%,4
315,depth,4
278,circulation,4
282,ACC,4
463,concentration,4
271,efficiency,4
254,these,4
294,water,4
323,use,4
267,determine,4
113,Zachos,3
126,during,3
161,drawdown,3
82,2005,3
147,begin,3
208,important,3
288,facilitate,3
428,productivity,3
143,early,3
196,frustule,3
299,thus,3
5,manifold,3
307,opal,3
279,Antarctic,3
76,Oi1,3
171,abundance,3
181,1999,3
250,region,3
177,Rabosky,3
231,form,3
178,Sorhannus,3
259,deep,3
224,they,3
152,isotope,3
69,when,3
270,atmosphere,3
431,sponge,3
182,Scher,2
374,benthic,2
145,2011,2
180,Salamy,2
153,evidence,2
183,Martin,2
190,primary,2
188,up,2
350,open,2
364,both,2
193,1995,2
328,path,2
265,make,2
268,magnitude,2
272,Marinov,2
273,Sarmiento,2
275,couple,2
318,latitude,2
283,play,2
284,role,2
285,set,2
287,wind,2
289,upwelling,2
312,eventually,2
293,upwelled,2
308,fig,2
247,contribute,2
246,may,2
243,2000,2
221,provide,2
203,link,2
204,marine,2
205,cycle,2
352,through,2
351,diversity,2
390,current,2
225,relatively,2
336,degree,2
226,cell,2
346,hypothesise,2
233,can,2
342,radiation,2
239,2010,2
337,which,2
387,gateway,2
0,Bergman,2
439,Fig,2
470,Hendry,2
51,large,2
75,Antarctica,2
125,glaciation,2
124,antarctic,2
27,also,2
84,Mackensen,2
404,complete,2
30,complex,2
115,decline,2
407,Livermore,2
88,-,2
408,2007,2
423,eocene,2
410,time,2
90,global,2
47,at,2
102,over,2
19,m,2
78,Coxall,2
452,uptake,2
8,g,2
72,ice,2
473,2b,2
393,gradually,2
65,onset,2
3,natural,2
396,subsidence,2
66,modern,2
438,proxy,2
343,development,1
332,Bottom,1
330,move,1
331,southwards,1
329,some,1
449,La,1
450,Rocha,1
451,1997,1
440,2a,1
444,incorporate,1
441,because,1
333,Water,1
445,28si,1
447,30ε∼-1.1‰,1
341,vent,1
442,growth,1
334,along,1
339,incomplete,1
335,relative,1
338,escape,1
327,alternative,1
443,preferentially,1
446,30si,1
448,De,1
392,occur,1
453,broadly,1
474,constitute,1
467,factor,1
468,dependent,1
469,ambient,1
471,Robinson,1
472,2012,1
314,intermediate,1
313,subducte,1
475,bottom,1
326,travel,1
311,Ito,1
310,Speer,1
309,1,1
476,constraint,1
477,resolution,1
478,effect,1
306,band,1
466,fractionation,1
317,low,1
465,spicule,1
464,siliceous,1
325,globally,1
324,major,1
454,reflect,1
322,macronutrient,1
455,although,1
344,type,1
456,previously,1
457,reconstruct,1
320,amount,1
458,effort,1
459,convert,1
460,hamper,1
461,lack,1
462,knowledge,1
319,thermocline,1
321,proportion,1
434,here,1
345,substantially,1
412,shallow,1
377,enhance,1
376,indicative,1
375,δ13c,1
401,Tasman,1
373,Lazarus,1
402,Gateway,1
403,connection,1
372,Schumacher,1
371,biogenic,1
405,33.5,1
406,30.2ma,1
370,enhanced,1
369,species,1
368,explosion,1
409,Stickley,1
378,take,1
379,place,1
380,concomitantly,1
385,two,1
389,unimpeded,1
388,allow,1
394,into,1
395,initial,1
386,tectonic,1
397,50,1
398,Drake,1
400,35.5ma,1
384,opening,1
383,high,1
382,particularly,1
381,Cramer,1
304,create,1
399,Passage,1
411,even,1
413,pathway,1
347,Glaciation,1
414,would,1
357,concomitant,1
425,diversification,1
426,deposition,1
427,correspond,1
354,Palaeogene,1
353,cretaceous,1
429,end,1
430,combined,1
432,record,1
433,δ30si=[(30si/28si)sample/(30si/28si)standard-1]×103,1
391,flow,1
349,Jurassic,1
348,originate,1
435,characterise,1
436,oligocene,1
424,require,1
358,decrease,1
359,shelf,1
418,Sijp,1
415,affect,1
367,culminate,1
416,intensify,1
366,proliferation,1
365,second,1
417,progress,1
419,Late,1
360,chert,1
420,relationship,1
363,witness,1
362,1989,1
421,develop,1
422,affirm,1
361,Maliva,1
305,marked,1
240,Buesseler,1
303,other,1
86,typify,1
99,present,1
98,100,1
96,60,1
94,volume,1
92,emplacement,1
91,climate,1
89,linearity,1
87,non,1
85,1992,1
104,∼400ka,1
83,Ehrmann,1
77,∼33.7ma,1
74,envelop,1
73,sheet,1
71,scale,1
70,continental,1
68,condition,1
67,icehouse,1
103,only,1
105,superimpose,1
63,EOT,1
119,think,1
133,long,1
132,cryosphere,1
131,response,1
130,threshold,1
129,suggest,1
128,model,1
127,numerical,1
123,accelerated,1
118,level,1
106,million,1
116,atmospheric,1
114,2001,1
112,2008,1
111,Lear,1
110,trend,1
109,cool,1
108,timescale,1
107,year,1
64,mark,1
62,Transition,1
135,lowering,1
21,total,1
34,we,1
33,work,1
29,pseudoconvex,1
28,strongly,1
25,so,1
24,g→m→x,1
23,bundle,1
22,principal,1
17,boundary,1
36,if,1
