,index,Count
0,NOUN,383
2,ADP,183
1,PUNCT,173
6,ADJ,141
3,PROPN,137
9,VERB,111
12,DET,106
5,CCONJ,43
7,PRON,43
14,NUM,42
8,ADV,32
11,AUX,28
10,PART,19
13,SCONJ,14
15,SYM,3
4,X,2
