,index,Count
1,NOUN,57
5,PUNCT,29
0,ADJ,26
7,ADP,24
4,VERB,15
6,DET,14
8,PROPN,10
3,PRON,8
2,AUX,7
14,X,7
9,CCONJ,5
12,SCONJ,4
13,ADV,4
11,NUM,3
10,PART,2
