,index,Count
1,NOUN,330
3,PUNCT,241
0,ADJ,152
2,ADP,115
4,VERB,105
9,PROPN,101
8,DET,73
6,AUX,52
5,CCONJ,49
11,NUM,48
12,ADV,39
10,PRON,22
7,PART,18
14,SCONJ,13
13,X,4
15,SYM,4
