,index,Count
1,NOUN,355
9,PUNCT,265
0,ADJ,206
3,PROPN,176
2,ADP,168
7,VERB,99
6,DET,97
4,CCONJ,67
10,ADV,57
8,NUM,54
5,AUX,51
11,PRON,32
14,X,16
12,PART,15
15,SCONJ,15
13,SYM,3
