,index,Count
2,NOUN,502
1,PUNCT,320
3,ADP,220
0,ADJ,156
7,PROPN,156
4,VERB,141
5,DET,112
6,NUM,75
9,CCONJ,62
10,ADV,47
8,AUX,43
11,PRON,31
13,PART,19
15,X,16
14,SCONJ,13
12,SYM,8
