,index,Count
0,NOUN,34
2,ADJ,27
5,PUNCT,16
3,ADP,14
1,VERB,13
4,AUX,7
8,NUM,6
11,ADV,6
6,PRON,5
7,DET,4
15,X,3
12,PROPN,2
9,SCONJ,1
10,CCONJ,1
13,SYM,1
14,PART,1
