,index,Count
2,NOUN,331
3,ADP,180
5,PUNCT,166
0,ADJ,130
6,DET,125
7,VERB,116
4,PROPN,113
9,NUM,89
10,ADV,56
8,AUX,51
11,PRON,34
1,CCONJ,32
14,SCONJ,15
12,PART,13
13,SYM,3
