,index,Count
2,NOUN,304
0,ADP,127
5,PUNCT,109
1,ADJ,88
3,VERB,84
7,DET,75
4,PROPN,58
6,AUX,36
8,CCONJ,33
13,NUM,27
12,ADV,22
9,X,20
11,PART,10
15,PRON,8
10,SYM,7
14,SCONJ,3
