,index,Count
1,NOUN,171
6,PUNCT,152
5,PROPN,132
0,ADJ,75
2,ADP,71
3,VERB,67
8,NUM,35
4,DET,32
9,CCONJ,31
11,AUX,22
10,ADV,14
7,PRON,11
13,PART,5
12,SCONJ,4
14,X,1
