,index,Count
1,NOUN,210
4,PUNCT,110
0,ADJ,102
2,ADP,92
7,VERB,64
3,DET,42
12,NUM,42
11,PROPN,32
5,CCONJ,23
6,AUX,22
10,ADV,11
8,PRON,10
13,SYM,10
14,PART,10
9,SCONJ,7
