,index,Count
0,NOUN,396
11,PUNCT,220
1,ADP,177
2,PROPN,176
7,ADJ,99
9,VERB,98
6,DET,71
4,CCONJ,67
13,NUM,60
8,AUX,43
3,ADV,21
10,PART,16
12,SCONJ,16
5,PRON,11
14,SYM,2
