,index,Count
1,NOUN,370
3,PUNCT,180
2,ADP,178
0,DET,162
7,ADJ,148
4,VERB,141
5,PROPN,66
9,AUX,61
12,ADV,46
8,CCONJ,41
10,PRON,32
6,NUM,30
11,SCONJ,19
13,PART,16
14,X,1
