,index,Count
0,NOUN,237
2,ADJ,137
5,PUNCT,133
1,ADP,96
11,PROPN,69
6,VERB,65
9,DET,51
4,CCONJ,34
3,AUX,19
13,NUM,15
7,ADV,13
10,PRON,10
8,SCONJ,5
12,PART,5
15,X,3
14,SYM,2
