,index,Count
15,and,32
18,in,31
3,al,27
0,the,25
53,be,24
29,of,23
5,ratio,21
2,/,19
1,ti,18
6,as,14
4,molar,14
55,to,14
12,sediment,12
151,.,10
150,et,10
7,a,8
13,transportation,8
57,from,8
52,environment,8
47,can,7
51,sedimentary,7
135,element,7
21,sea,7
14,process,7
19,aeolian,7
23,change,6
28,Al,6
72,or,6
27,Ti,6
45,marine,6
44,deep,5
30,decline,5
84,this,5
22,level,5
69,by,5
100,China,5
11,trace,5
97,have,4
143,material,4
54,use,4
134,terrigenous,4
209,also,4
254,research,4
161,Nesbitt,4
24,East,4
31,during,4
10,for,4
36,low,4
25,Asia,4
43,episode,3
82,such,3
32,lake,3
85,study,3
87,River,3
92,estuary,3
94,well,3
289,grain,3
122,with,3
142,siliciclastic,3
74,these,3
20,event,3
174,2000,3
243,that,3
241,we,3
181,therefore,3
192,k,3
196,indicator,3
201,biogenic,3
9,proxy,3
80,gravity,3
129,help,3
34,show,3
61,area,3
66,fluvial,3
58,source,3
290,size,2
228,feldspar,2
48,estimate,2
112,when,2
37,aerosol,2
59,region,2
117,close,2
60,sink,2
184,density,2
127,increase,2
198,content,2
180,1982,2
179,Young,2
191,fe,2
136,Si,2
200,influence,2
137,Fe,2
139,interpret,2
38,particle,2
33,pelagic,2
144,origin,2
145,lacustrine,2
263,obtain,2
249,examine,2
152,1998,2
157,consider,2
163,1997,2
162,Markovics,2
199,often,2
8,new,2
103,Sea,2
77,result,2
88,Huanghe,2
102,Taiwan,2
309,shell,2
310,organic,2
81,fractionation,2
79,mineral,2
311,matter,2
86,Changjiang,2
78,heavy,2
65,soil,2
98,extremely,2
227,potassium,2
99,northern,2
305,deposit,2
70,those,2
219,Mangini,1
217,redox,1
242,suggest,1
315,perform,1
220,1990,1
244,efficient,1
218,condition,1
250,whether,1
245,energy,1
246,their,1
253,climate,1
252,recent,1
251,identify,1
248,elementary,1
247,different,1
316,on,1
320,adopt,1
233,it,1
319,avoid,1
229,Yarincik,1
226,illite,1
230,Zabel,1
231,2001,1
318,problem,1
225,bond,1
224,mainly,1
232,but,1
234,major,1
240,alteration,1
235,cation,1
236,seawater,1
237,Bruland,1
223,finally,1
238,1983,1
239,moreover,1
317,dissolve,1
222,1992,1
221,Dymond,1
307,note,1
314,need,1
255,reconstruct,1
281,over,1
283,role,1
284,hope,1
285,act,1
286,especially,1
287,paleoclimate,1
288,variation,1
291,an,1
292,signal,1
293,Loess,1
294,Plateau,1
295,Pye,1
296,Zhou,1
312,complicated,1
297,1989,1
298,Xiao,1
299,1999,1
300,An,1
301,intensive,1
302,coarse,1
303,regard,1
308,susceptible,1
304,flooding,1
306,should,1
282,diagnose,1
280,distribute,1
256,closed,1
279,how,1
257,oceanic,1
258,basin,1
259,accomplish,1
260,extensive,1
261,geological,1
262,data,1
264,field,1
265,work,1
266,Inner,1
313,pretreatment,1
267,Mongolia,1
268,marginal,1
269,off,1
270,addition,1
271,relevant,1
272,datum,1
273,past,1
215,pyrite,1
274,Rivers,1
275,consult,1
276,through,1
277,carefully,1
278,demonstrate,1
216,under,1
183,experiment,1
214,oxyhydroxide,1
101,find,1
105,Dust,1
106,Storm,1
107,furthermore,1
108,ocean,1
109,discover,1
110,distribution,1
111,South,1
113,drop,1
114,glacial,1
115,period,1
116,river,1
118,carry,1
119,more,1
120,terrestrial,1
121,into,1
123,relatively,1
124,high,1
125,would,1
126,lead,1
128,promote,1
130,understand,1
131,introduction,1
132,enhanced,1
104,reduce,1
26,highlight,1
213,Mn,1
96,sand,1
46,core,1
41,dust,1
49,abstract,1
50,various,1
40,asian,1
39,indicate,1
56,explain,1
35,relative,1
62,sample,1
63,collect,1
64,outcrop,1
67,initial,1
68,control,1
71,parent,1
73,rock,1
75,tend,1
76,gradually,1
83,than,1
89,Kaoping,1
90,considerably,1
91,downstream,1
93,additionally,1
95,sort,1
133,concentration,1
138,K,1
140,represent,1
141,supply,1
178,weathering,1
182,worth,1
42,storm,1
185,difference,1
186,derive,1
187,among,1
188,mention,1
189,above,1
190,si,1
193,not,1
194,necessarily,1
195,good,1
197,example,1
202,opal,1
203,diatom,1
204,radiolaria,1
205,Mackin,1
206,Aller,1
207,1984,1
208,may,1
210,reflect,1
211,authigenic,1
212,precipitation,1
177,chemical,1
176,resist,1
175,two,1
158,resistant,1
146,Goldberg,1
147,Arrhenius,1
148,1958,1
149,Arz,1
17,application,1
16,its,1
153,Jansen,1
154,Chen,1
155,2010,1
156,2011,1
159,weather,1
173,Klump,1
160,conserve,1
164,Wei,1
165,2003,1
166,besides,1
167,they,1
168,generally,1
169,abundance,1
170,Murray,1
171,Leinen,1
172,1996,1
321,differentiation,1
