,index,Count
1,NOUN,325
3,PUNCT,150
2,ADP,117
0,ADJ,116
4,VERB,93
6,DET,85
5,AUX,38
8,CCONJ,37
9,PROPN,36
7,NUM,29
10,ADV,25
11,SCONJ,9
12,PART,7
14,PRON,7
13,X,4
