,index,Count
1,NOUN,332
4,PUNCT,218
0,PROPN,178
2,ADP,136
7,DET,118
3,ADJ,109
5,VERB,103
12,NUM,57
8,CCONJ,46
10,ADV,35
6,AUX,29
11,PRON,16
9,SCONJ,13
14,PART,10
13,X,2
15,SYM,1
