,index,Count
0,NOUN,124
1,ADP,56
3,ADJ,48
2,DET,43
4,PUNCT,35
7,VERB,31
10,CCONJ,13
11,NUM,10
6,ADV,7
8,PRON,5
5,AUX,3
9,PART,3
13,SCONJ,3
12,PROPN,2
