,index,Count
0,NOUN,391
5,PUNCT,276
2,ADJ,207
10,PROPN,161
1,ADP,157
8,VERB,112
4,DET,85
12,NUM,57
3,CCONJ,53
6,AUX,34
9,PRON,30
7,ADV,28
13,PART,15
11,SCONJ,11
14,X,8
15,SYM,1
