,index,Count
1,NOUN,231
3,PUNCT,140
2,ADP,99
0,ADJ,98
6,DET,71
5,VERB,68
13,PROPN,65
11,NUM,35
7,CCONJ,34
12,AUX,31
10,PRON,29
8,SCONJ,24
9,ADV,23
4,PART,9
