,index,Count
2,NOUN,402
6,PUNCT,176
0,DET,127
4,ADP,124
5,VERB,118
1,ADJ,74
7,AUX,60
11,ADV,60
9,NUM,39
8,PROPN,38
3,CCONJ,37
14,X,26
10,PRON,18
12,SCONJ,18
13,PART,15
15,SYM,5
