,index,Count
1,NOUN,375
4,PUNCT,173
5,ADJ,139
2,ADP,135
6,VERB,128
0,DET,125
3,ADV,55
12,PRON,49
8,AUX,42
11,CCONJ,37
9,PROPN,33
14,X,29
13,NUM,27
7,SCONJ,24
10,PART,24
15,SYM,8
