,index,Count
1,NOUN,411
10,PUNCT,220
4,VERB,185
2,ADP,170
5,DET,134
0,ADJ,107
6,PROPN,81
7,CCONJ,57
11,PRON,56
8,AUX,45
9,ADV,42
13,X,40
3,PART,34
12,NUM,29
14,SCONJ,18
15,SYM,2
