,index,Count
1,NOUN,263
7,PUNCT,144
2,ADP,85
8,PROPN,85
3,VERB,71
4,ADJ,64
0,DET,46
13,NUM,39
9,AUX,29
5,CCONJ,28
10,ADV,26
11,PRON,15
6,SCONJ,12
14,X,11
15,PART,9
12,SYM,2
