,index,Count
0,NOUN,296
4,PUNCT,117
1,ADP,103
7,VERB,88
3,ADJ,66
10,DET,64
5,AUX,47
2,CCONJ,30
11,NUM,27
6,ADV,25
13,PROPN,23
14,X,20
8,PRON,17
9,PART,14
12,SCONJ,6
15,SYM,4
