,index,Count
3,NOUN,222
5,ADJ,164
2,PUNCT,138
4,ADP,108
0,VERB,105
11,DET,75
7,AUX,61
1,PROPN,57
8,ADV,44
14,X,31
12,CCONJ,26
6,NUM,24
13,PRON,23
9,PART,20
10,SCONJ,16
15,SYM,3
