,index,Count
1,NOUN,279
5,PUNCT,148
2,ADP,128
4,ADJ,93
8,VERB,88
0,DET,60
3,CCONJ,48
7,AUX,47
12,NUM,43
10,ADV,33
15,X,32
6,PROPN,18
11,PRON,18
13,PART,17
9,SCONJ,8
14,SYM,3
