,index,Count
0,NOUN,247
3,PUNCT,115
2,ADJ,108
1,ADP,89
5,VERB,83
6,DET,72
4,AUX,39
12,PROPN,35
10,CCONJ,26
7,ADV,23
9,PART,19
8,PRON,16
11,SCONJ,9
13,NUM,9
