,index,Count
1,NOUN,391
6,PUNCT,247
11,PROPN,159
0,VERB,152
2,ADP,147
4,ADJ,129
5,DET,109
3,CCONJ,57
7,PRON,53
9,AUX,48
8,NUM,44
10,ADV,42
12,PART,29
15,SCONJ,15
14,X,7
13,SYM,1
