,index,Count
0,NOUN,232
7,PUNCT,116
1,ADP,114
2,ADJ,107
6,DET,73
4,VERB,61
5,AUX,34
3,PROPN,30
10,NUM,27
8,CCONJ,26
11,SCONJ,25
12,ADV,25
9,PRON,23
15,X,20
13,SYM,3
16,PART,2
14,INTJ,1
