,index,Count
2,NOUN,421
7,PUNCT,248
4,PROPN,191
3,ADP,176
5,ADJ,158
1,DET,136
0,VERB,133
8,NUM,65
9,CCONJ,53
11,ADV,36
6,AUX,35
10,PRON,19
12,PART,14
13,SCONJ,11
14,SYM,2
15,X,2
