,index,Count
0,NOUN,279
2,PUNCT,160
5,PROPN,110
1,ADP,92
4,ADJ,87
3,VERB,83
10,DET,65
7,CCONJ,34
13,NUM,21
6,AUX,18
9,PRON,17
8,PART,13
11,ADV,10
12,X,4
14,SCONJ,1
