,index,Count
1,NOUN,446
3,PUNCT,304
2,ADP,208
10,PROPN,201
5,ADJ,168
0,DET,134
7,VERB,109
9,AUX,89
13,NUM,74
4,CCONJ,52
11,ADV,47
6,PRON,29
12,SCONJ,28
8,PART,15
14,SYM,1
