,index,Count
0,NOUN,105
1,PUNCT,70
2,ADP,67
4,DET,42
3,ADJ,36
7,VERB,34
5,X,30
11,AUX,22
9,PROPN,20
6,PRON,16
8,CCONJ,12
10,NUM,10
12,SCONJ,9
14,ADV,7
13,PART,3
