,index,Count
1,NOUN,383
2,ADP,216
0,DET,194
7,PUNCT,143
4,ADJ,131
6,VERB,98
3,PROPN,94
5,AUX,55
11,NUM,55
9,ADV,31
10,CCONJ,31
12,SCONJ,27
8,PRON,20
13,PART,8
14,X,1
