,index,Count
2,NOUN,436
3,PUNCT,241
5,ADP,226
0,VERB,134
6,ADJ,124
8,PROPN,122
4,DET,72
9,NUM,62
10,AUX,59
11,ADV,52
1,CCONJ,48
12,PRON,39
7,PART,30
15,SCONJ,21
13,X,13
14,SYM,3
