,index,Count
1,NOUN,313
3,PUNCT,128
2,ADP,106
0,ADJ,82
6,VERB,78
8,PROPN,67
9,DET,65
4,CCONJ,43
7,NUM,43
5,AUX,34
10,ADV,29
12,X,26
11,PRON,17
13,SCONJ,7
15,PART,6
14,SYM,3
