,index,Count
1,NOUN,256
4,PUNCT,139
6,PROPN,136
3,ADP,129
0,ADJ,99
7,VERB,85
5,DET,82
9,NUM,41
2,CCONJ,38
12,AUX,33
13,ADV,32
8,PRON,23
11,SCONJ,18
10,PART,11
14,SYM,3
15,X,3
