,index,Count
1,NOUN,291
2,ADP,127
0,ADJ,122
3,VERB,96
5,PUNCT,95
4,DET,82
10,ADV,46
6,PROPN,40
9,AUX,36
7,CCONJ,29
8,PRON,22
12,NUM,21
11,SCONJ,17
13,PART,13
15,X,12
14,SYM,3
