,index,Count
3,NOUN,136
4,ADP,84
1,PUNCT,68
6,DET,47
0,ADJ,41
2,VERB,41
5,AUX,22
9,ADV,22
12,X,21
11,SCONJ,15
10,PRON,14
8,PROPN,13
13,CCONJ,5
14,NUM,4
7,INTJ,3
15,PART,2
