,index,Count
0,NOUN,145
4,ADJ,64
2,ADP,63
3,PUNCT,61
5,DET,37
8,VERB,37
10,ADV,22
6,AUX,17
1,CCONJ,15
13,PROPN,12
12,NUM,8
11,PRON,7
9,SCONJ,4
7,PART,3
14,SYM,1
