,index,Count
1,NOUN,192
4,PUNCT,110
0,ADJ,77
2,ADP,69
5,DET,49
6,VERB,47
8,PROPN,39
3,CCONJ,19
7,AUX,17
14,NUM,17
10,ADV,8
12,PART,4
11,X,3
13,SCONJ,3
9,PRON,2
