,index,Count
1,NOUN,359
0,ADJ,149
3,VERB,128
4,PUNCT,128
9,ADP,127
12,DET,49
7,AUX,47
5,CCONJ,46
8,ADV,38
14,PRON,31
2,PART,22
6,X,11
13,SCONJ,7
11,NUM,6
15,SYM,2
10,PROPN,1
