,index,Count
1,NOUN,194
2,ADP,121
9,PUNCT,117
0,DET,90
4,ADJ,71
6,VERB,69
14,X,61
10,AUX,40
5,PRON,35
12,PROPN,35
11,NUM,33
3,ADV,28
15,CCONJ,21
7,SCONJ,15
8,PART,12
13,SYM,3
