,index,Count
1,NOUN,515
5,PUNCT,343
2,ADP,236
7,PROPN,193
3,ADJ,155
9,NUM,113
6,VERB,111
0,DET,107
8,AUX,75
4,CCONJ,59
12,ADV,46
10,PRON,36
11,SYM,23
14,PART,17
13,SCONJ,14
15,X,1
