,index,Count
1,NOUN,310
2,ADP,151
4,PUNCT,143
0,ADJ,125
6,VERB,96
5,DET,73
7,AUX,64
11,NUM,53
3,PROPN,46
13,CCONJ,39
14,X,35
10,ADV,31
12,PRON,20
9,SCONJ,18
8,PART,15
15,SYM,1
