,index,Count
3,NOUN,425
5,PUNCT,213
2,ADP,174
0,VERB,170
9,DET,163
1,PROPN,121
4,ADJ,115
11,AUX,55
8,CCONJ,52
6,PRON,46
7,PART,44
10,ADV,34
12,NUM,25
13,SCONJ,14
14,X,4
