,index,Count
0,NOUN,210
7,PUNCT,86
1,ADP,73
3,VERB,65
5,DET,57
2,ADJ,55
6,PROPN,29
8,ADV,23
9,AUX,22
13,NUM,19
11,CCONJ,17
4,PRON,14
15,X,11
14,SCONJ,6
12,SYM,5
10,PART,3
