,index,Count
0,NOUN,312
5,PUNCT,128
2,ADP,115
4,ADJ,94
6,VERB,85
3,DET,82
10,PROPN,55
1,CCONJ,38
8,AUX,36
11,ADV,24
12,NUM,23
13,X,20
7,PRON,16
9,SCONJ,12
14,PART,5
15,SYM,3
