,index,Count
1,NOUN,307
3,PUNCT,109
2,ADP,108
5,VERB,100
0,DET,92
7,ADJ,90
8,AUX,55
10,ADV,44
12,X,39
6,NUM,29
4,CCONJ,28
11,SCONJ,21
13,PRON,21
14,PROPN,21
9,PART,16
15,SYM,6
