,index,Count
2,NOUN,322
7,PUNCT,223
0,ADJ,149
1,PROPN,147
3,VERB,133
4,ADP,130
5,DET,91
6,AUX,46
8,CCONJ,34
9,ADV,33
11,NUM,31
10,PRON,23
14,PART,15
12,SCONJ,8
13,X,3
15,SYM,2
