,index,Count
0,NOUN,533
1,ADP,305
3,ADJ,242
7,PUNCT,229
2,PROPN,177
4,DET,176
5,VERB,150
10,AUX,78
6,CCONJ,61
11,PRON,51
12,ADV,46
9,NUM,40
13,PART,21
14,SCONJ,21
8,SYM,1
