,index,Count
0,NOUN,240
3,PUNCT,236
5,PROPN,203
2,ADJ,117
1,ADP,100
4,VERB,79
7,DET,67
13,NUM,46
6,AUX,32
11,CCONJ,27
10,ADV,24
9,PART,18
8,SCONJ,10
12,PRON,10
14,X,1
