,index,Count
6,NOUN,476
5,ADP,247
8,PUNCT,212
1,PROPN,205
0,DET,198
2,VERB,126
7,ADJ,111
9,ADV,73
3,NUM,66
12,CCONJ,62
11,AUX,51
13,PRON,24
14,SCONJ,20
10,PART,18
4,SYM,7
15,X,3
