,index,Count
2,NOUN,208
4,PUNCT,167
1,ADJ,157
12,PROPN,127
3,ADP,81
6,DET,69
0,VERB,52
13,NUM,39
5,CCONJ,35
8,ADV,30
11,PRON,16
9,AUX,15
7,PART,9
15,X,5
10,SCONJ,3
14,SYM,1
