,index,Count
0,NOUN,233
4,PUNCT,112
3,ADJ,99
1,ADP,75
5,VERB,59
2,DET,42
6,CCONJ,38
14,X,34
11,PROPN,32
7,AUX,17
13,NUM,15
10,ADV,13
9,PRON,12
12,PART,4
8,SCONJ,3
