,index,Count
0,NOUN,168
3,ADP,83
4,PUNCT,64
1,ADJ,58
8,VERB,41
5,DET,32
11,ADV,24
7,PROPN,19
9,AUX,18
2,CCONJ,16
10,NUM,10
14,X,7
12,PRON,5
6,SCONJ,2
13,PART,2
15,SYM,1
