,index,Count
1,NOUN,344
8,PUNCT,262
6,PROPN,238
4,ADP,158
0,ADJ,135
3,DET,117
2,VERB,98
7,NUM,89
5,CCONJ,53
12,ADV,35
9,AUX,28
10,PRON,18
11,SCONJ,9
13,PART,9
14,X,4
15,SYM,1
