,index,Count
1,NOUN,153
3,PUNCT,89
0,ADJ,67
2,ADP,55
5,DET,44
4,VERB,42
15,X,31
9,AUX,26
8,NUM,25
6,PROPN,24
11,CCONJ,10
14,PRON,10
13,ADV,8
7,SYM,5
10,PART,4
12,SCONJ,3
