,index,Count
0,NOUN,222
1,ADP,91
2,DET,87
5,PUNCT,80
4,VERB,70
3,ADJ,57
7,AUX,39
6,ADV,25
10,CCONJ,15
9,PRON,11
12,X,11
11,SCONJ,10
8,NUM,7
13,PART,6
14,PROPN,2
15,SYM,1
