,index,Count
1,NOUN,387
3,PUNCT,173
0,ADJ,171
2,ADP,148
9,VERB,112
7,DET,93
4,CCONJ,59
6,AUX,51
13,NUM,38
5,ADV,37
11,PRON,34
14,X,24
8,PROPN,22
12,PART,13
10,SCONJ,12
15,SYM,3
