,index,Count
2,NOUN,126
4,PUNCT,51
5,VERB,41
0,ADJ,33
3,ADP,33
9,DET,21
6,PROPN,20
1,CCONJ,14
10,AUX,13
7,NUM,4
11,ADV,4
12,PRON,4
8,PART,3
13,SCONJ,3
